APT,CYXU,0,43.036346159999994,-81.15066094
VOR,YXU,0,43.037916670000016,-81.1485
VOR,YEE,35000,44.58180555999999,-79.79322222
VOR,YVO,35000,48.17527777999999,-77.82027778
NDB,YFM,35000,53.71133333,-73.70297222
VOR,YVP,35000,58.09613888999999,-68.42719444
NDB,VP,34000,58.05608333000001,-68.48638889
NDB,UHA,18000,61.042777779999994,-69.62722222
NDB,YFY,17000,63.733333329999994,-68.54805556
VOR,YFB,35000,63.74166667,-68.47333333
NDB,SF,35000,66.967489,-50.941666999999995
FIX,ABANA,18500,67.46861100000001,-50.968333
FIX,ANDRE,18500,68.5025,-51.024167000000006
NDB,JV,18500,69.24141900000001,-51.07236900000001
LATLON,7000N05000W,35000,70,-50
LATLON,7100N04500W,35000,71,-45
LATLON,7200N04000W,35000,72,-40
LATLON,7300N03500W,35000,73,-35
LATLON,7400N03000W,35000,74,-30
LATLON,7500N02500W,35000,75,-25
LATLON,7500N02000W,35000,75,-20
LATLON,7600N01500W,35000,76,-15
LATLON,7600N01000W,35000,76,-10
LATLON,7600N0500W,35000,76,-5
FIX,EXITA,35000,76,0
FIX,INSEP,35000,73.5,15
FIX,BARUX,35000,71.297222,24.638889000000006
VOR,SDA,35000,70.23425600000002,28.070194000000015
FIX,VANOS,35000,69.41666700000002,30.033333
FIX,NISEN,35000,69.14166699999998,30.653333000000003
FIX,PELOR,35000,68.616667,31.78
FIX,ERMAK,35000,67.98333300000002,32.413332999999994
FIX,PILAN,35000,67.45499999999998,32.78361100000001
FIX,KUMEL,35000,66.283333,36.863889
FIX,LAGAT,35000,65.998333,38.483889000000005
FIX,SOTIS,35000,65.683333,40.13055600000001
FIX,ROKUT,35000,65.44833299999999,42.018889
FIX,KOMOV,35000,65.353611,42.702222000000006
FIX,LIPKI,35000,65.141944,44.16416699999999
APT,ULAL,35000,64.9,45.75
FIX,LEDNA,35000,64.71694400000001,47.07416699999999
FIX,NOSLU,35000,64.33527800000002,47.70750000000001
FIX,TONLO,35000,64.015278,48.61583300000001
LATLON,6300N05000E,35000,63,50
APT,UUYY,35000,61.64704900000001,50.845050000000015
FIX,SOLIK,31400,60,53.33333300000001
FIX,LEBMI,35000,59.016943999999995,54.648056
FIX,NATSI,35000,58.660278000000005,55.106667000000016
APT,USPP,33100,57.91451699999999,56.021213999999986
FIX,RALUB,35000,57.545277999999996,57.45666700000001
FIX,BIKMA,35000,57.071944,59.17666700000001
FIX,MORIK,35000,56.783333,60.13333299999999
APT,USSS,35000,56.74310775000001,60.802727000000004
FIX,TAKRA,35000,55.90694400000001,61.223611000000005
FIX,SUKIR,35000,55.55500000000001,61.38833299999999
VOR,LBN,35000,55.306944439999995,61.51777778000002
FIX,DEBRI,35000,55.133611,61.71527800000001
FIX,TEDMA,35000,54.931667000000004,61.88666699999999
NDB,WW,35000,54.44999999999999,62.316666999999995
FIX,LANOR,35000,54.093333,62.67833300000001
APT,UAUU,35000,53.20666700000001,63.55083300000001
FIX,ARDIK,35000,52.24972199999999,64.36777799999999
FIX,KUSUM,35000,51.738889,64.7775
FIX,KUSOT,35000,50.357777999999996,65.852778
FIX,BULOG,35000,50.14833300000001,66.00999999999999
FIX,UMDEM,35000,48.93638899999999,66.889444
FIX,ADOKA,35000,48.373333,67.311667
VOR,DZG,35000,47.71944400000001,67.75916699999999
FIX,BURIK,35000,47.003333,67.86444399999999
FIX,ELSEB,35000,46.542778,67.910833
FIX,BETPU,35000,45.96611100000001,67.995833
FIX,REMOL,35000,44.451111,68.210556
FIX,TIMKA,35000,44.142222000000004,68.25305600000002
FIX,GENLA,35000,43.84638899999999,68.29333300000002
FIX,GENDI,35000,43.30000000000001,68.366667
FIX,VAKAV,35000,43.079166999999984,68.486944
FIX,ARSUL,35000,42.433334,68.83333299999998
FIX,ODORI,34000,41.983610999999996,68.81888900000001
FIX,DODUR,34000,41.38333299999999,68.80000000000001
FIX,LANOL,35000,41.193332999999996,68.91833300000002
FIX,MIRZO,35000,39.533333,69.91666700000002
FIX,IVNAR,35000,39.25,70.466667
FIX,TOPAZ,35000,38.583331999999984,71.633333
FIX,FIRUZ,34000,36.66666699999999,71.633333
FIX,PADDY,34000,36.466111,71.632778
FIX,GERRY,34000,36.199444,71.58277800000002
FIX,CHITL,35000,35.886111,71.80000000000001
FIX,DURKA,34000,35.566389,71.74944399999998
NDB,SS,35000,34.80895000000001,72.35222199999998
FIX,DARBA,35000,34.316389,72.849444
FIX,TIPOM,35000,34.003333,72.97111100000001
VOR,RN,35000,33.605942,73.125936
FIX,POMAR,35000,33.266667,73.166111
FIX,INDEK,35000,32.766667,73.266111
FIX,MATIN,35000,31.938333999999998,74.012778
FIX,HAFIZ,35000,31.840277999999998,74.08277800000002
VOR,LA,35000,31.49972199999999,74.40001899999999
FIX,SAMAR,35000,31.346666999999997,74.565833
FIX,ASARI,35000,30.804249999999996,75.15871099999998
FIX,ELKUX,35000,29.841575000000006,75.51145
VOR,DPN,35000,28.566722,77.09486099999998
FIX,SAPLO,35000,27.648360999999994,77.13752799999997
FIX,OSRAM,35000,27.483483000000007,77.14596699999998
FIX,BAVOX,35000,26.141943999999995,77.215417
FIX,BUKLO,35000,25.000383,77.257092
FIX,PUKES,35000,24.700619000000003,77.27004699999998
VOR,BPL,35000,23.282222000000004,77.337083
FIX,BIGEL,35000,22.117306,77.56541700000002
FIX,UPTAR,35000,21.511533,77.68206700000002
FIX,TAMID,35000,20.688271999999998,77.84871900000002
FIX,BUSBO,35000,19.24950799999999,78.12508300000002
